tok,weight
('kimono', 'sash'),-1.0
('Anatomy', ')'),0.0
insane,3.0
('movie', 'producer'),0.0
('mountain', 'located'),-3.0
hosshinno,3.0
('shogun', 'of'),3.0
('from', 'Sinocentrism'),0.0
('with', 'Shinto'),-2.0
('wherein', 'the'),0.0
('daijin', 'or'),0.0
(',', '1449'),2.0
('1266', 'in'),1.0
('Konbucha', ')'),-1.0
capture,0.0
(',', '818'),2.0
('the', 'Honmon'),2.0
('to', 'goods'),0.0
('OGINO', '/'),1.0
('lived', 'and'),0.0
delight,0.0
Region,-6.0
('cross', 'pattern'),0.0
('which', 'emerged'),0.0
cousin,0.0
('chuu', 'refer'),0.0
proposal,0.0
('Noen', '('),1.0
(',', '1887'),6.0
('(', '1730'),0.0
('gelatin', '('),0.0
Basyaku,-4.0
('around', '1056'),0.0
('(', '1425'),0.0
('Imperial', 'command'),16.0
('three', 'people'),-1.0
shut,-1.0
('and', 'haiku'),1.0
generation,11.0
('systems', 'in'),0.0
('Tadatsuna', 'ASHIKAGA'),0.0
('HOJO', ','),-1.0
('taxes', 'within'),0.0
forty-first,2.0
('of', 'grass-roots'),0.0
('Heisuke', 'TODO'),1.0
('royal', 'authority'),0.0
YASUTOMI,4.0
('August', '1867'),0.0
(',', '1139'),2.0
('1552', ')'),1.0
('or', '872'),1.0
('the', 'materials'),0.0
("'s", 'dormitories'),0.0
('placed', 'lower'),0.0
('Enkyo', 'KABUKIDO'),0.0
('970', ')'),1.0
('immediate', 'dominance'),-2.0
Kunika,0.0
('classic', 'written'),3.0
Ogotooshio-no-kami,-1.0
Gyobusho,-1.0
('Gosukoin', ','),2.0
('with', 'observations'),-2.0
embroidery,-1.0
('to', 'develop'),0.0
('kimono', ')'),-4.0
('must', 'complete'),0.0
confirmed,0.0
('many', 'long'),0.0
('twenty-first', 'emperor'),1.0
(',', 'sourness'),0.0
chuu,0.0
('territory', 'from'),0.0
(',', '1195'),1.0
negotiations,-2.0
Ieko,2.0
Kio,0.0
('connecting', 'Kyoto'),0.0
Tsukurimichi,0.0
('fore', 'from'),0.0
Kogosho,0.0
('Gifu', ')'),-4.0
('Shigesuke', 'SHIBUYA'),0.0
('Yoshitada', 'YAMANA'),0.0
('or', 'Choka'),-1.0
('by', 'Norimune'),3.0
('traveling', 'vessels'),-1.0
('Rikyu', 'Doka'),4.0
('"', '月讀'),-3.0
('slope', 'in'),0.0
('of', 'Keisho'),-1.0
('law', 'of'),1.0
('nationally-accredited', 'qualification'),-1.0
Harada,0.0
818,0.0
('living', 'person'),0.0
Originally,-5.0
ANDO,3.0
1537,2.0
(',', 'soil'),-4.0
('Kanjo', 'bugyo'),-2.0
('(', 'Shito'),0.0
('Isami', 'KONDO'),2.0
('fables', 'produced'),1.0
('was', 'brought'),4.0
('no', 'koe'),-4.0
('沙至比跪', 'in'),0.0
('sages', ')'),-3.0
('a', 'lynch'),-3.0
('TAMANO', '('),0.0
('Furusato', 'Bus'),0.0
('musical', 'entertainment'),-2.0
('zakki', 'was'),0.0
('triangular', 'shaped'),-1.0
('778-', '?'),0.0
fusiformis,-1.0
('of', 'nationally-accredited'),-1.0
('the', 'depression'),0.0
('fifth', 'regent'),0.0
('Kozaburo', 'YOSHIMURA'),1.0
TAKEKOSHI,0.0
('fudai-daimyo', '('),0.0
('Hosso', 'and'),1.0
('mounds', 'refers'),0.0
stages,9.0
('house', 'that'),-1.0
('in', 'handling'),-1.0
('are', 'specialties'),0.0
Tsubura,0.0
('1239', ')'),2.0
('(', '1150'),2.0
Hochi,0.0
('Kukai', 'to'),0.0
('Shigin', 'is'),-1.0
('is', 'part'),-3.0
('up', 'in'),-2.0
('1416', '-'),0.0
('November', ','),12.0
Jinko,-3.0
('Hogi', '('),2.0
('term', 'meaning'),-2.0
('Kumano', '('),0.0
sharing,3.0
('(', 'yorishiro'),-1.0
('Japanese', 'dishes'),-2.0
('for', 'yarn-dyed'),-1.0
dignitaries,0.0
('miso', '.'),-1.0
('governing', 'system'),-1.0
OHARA,1.0
Jodo-e,-1.0
('Wang', 'Xi-Zhi'),0.0
('Inari', 'is'),0.0
Sanetsuna,0.0
ordinary,-15.0
('owns', 'the'),1.0
('long', 'years'),0.0
('Daijokan', ','),-7.0
('early-modern', 'times'),-3.0
Masukagami,9.0
('684', '–'),0.0
Noto,2.0
('Shin-kokushi', '"'),-2.0
('websites', 'provided'),0.0
('female', 'head'),0.0
('who', 'undertakes'),-1.0
mediaeval,2.0
('Sotan', 'SEN'),1.0
('as', 'Minbukyo'),0.0
('Kogo', 'Shui'),0.0
('61st', 'Emperor'),0.0
('three', 'key'),0.0
Diamond,-1.0
('implemented', 'under'),-1.0
('detailed', 'enforcement'),-2.0
('area', 'encompassing'),0.0
('were', 'appointed'),0.0
('oldest', 'person'),0.0
('The', 'competition'),0.0
('Shinsen-gumi', '('),1.0
('in', 'Otani'),-1.0
(',', 'takanoha'),-2.0
('Highway', 'Route'),0.0
('with', 'Paragraph'),-1.0
('sauce', 'dumpling'),0.0
('Hatanosho', ','),0.0
('beaten', 'egg'),0.0
(',', 'technology'),0.0
1793,2.0
('in', 'Kashihara'),-2.0
nushi,-3.0
Morogami,0.0
cars,0.0
('gikan', 'were'),0.0
Samādhi,-2.0
('Qing', '/'),0.0
('Sect', 'which'),-2.0
('preparations', 'for'),0.0
Hanshin,0.0
('officers', 'governing'),-2.0
Nakayama-kofun,0.0
('Kozuke', 'beginning'),0.0
('name', 'that'),-7.0
('Sakuden', 'ANRAKUAN'),1.0
('and', 'Nichijin'),0.0
('and', 'Oike-dori'),0.0
Communication,0.0
celebration,-7.0
gigaku,0.0
ninja,-8.0
('(', 'cooked'),0.0
('Kusunoki', 'clan'),-1.0
states,25.0
cookery,-1.0
('peasants', 'to'),0.0
(';', 'yet'),0.0
('Azumamaro', '('),0.0
Morokata,0.0
Kurahoshi,-1.0
('by', 'TAIRA'),-7.0
('Shiki-gun', 'Tawaramoto-cho'),0.0
further,2.0
masses,0.0
('connects', 'Sanjo'),0.0
('no', 'Hidesato'),1.0
Myoken-ji,-1.0
(',', '705'),0.0
('the', 'Grand'),-4.0
('ASAHINA', '('),1.0
('water', '('),-1.0
('of', 'Daitoku-ji'),2.0
785,4.0
('a', 'medieval'),3.0
assorted,-1.0
Seichi,1.0
('Munenari', '('),1.0
('for', 'Japanese'),1.0
('and', 'omagaki'),0.0
('of', 'war'),0.0
('1704', ','),0.0
('wands', ')'),-1.0
('of', 'Hell'),-5.0
('classification', 'by'),-2.0
('gourd', 'shavings'),-2.0
civil,-7.0
706,4.0
('MORI', 'was'),2.0
('or', 'tomb'),0.0
('Michizane', '.'),0.0
('Nichirenshu', 'sect'),-1.0
contain,-2.0
('as', 'Joe'),0.0
Matsunoodera,0.0
('prince', 'during'),2.0
('hibutsu', "'"),0.0
program,-20.0
庶人三台,0.0
TAKUAN,0.0
(',', 'Ecchu'),-5.0
Mikuji,-1.0
('company', 'which'),-2.0
('noses', 'of'),-1.0
('683', '-'),0.0
('court', 'game'),-3.0
('Wakako', '('),0.0
('the', 'face'),-2.0
FUKUBA,0.0
('(', 'Uraga'),-1.0
('corporal', 'of'),2.0
('MILNE', '('),1.0
Kiyonao,2.0
('Peers', ','),2.0
('Chosen', 'Tsushinshi'),-1.0
('concept', 'to'),0.0
('posthumous', 'title'),6.0
('(', 'miscellaneous'),-7.0
1300,4.0
(',', 'a'),-24.0
mistress,2.0
('was', 'common'),0.0
('governance', 'structure'),-1.0
('behaviors', 'of'),0.0
('Obaku', 'Sect'),2.0
('cutting', 'trees'),0.0
Oyamasaki-cho,0.0
rare,-1.0
('chopped', 'onion'),0.0
('northwest', 'of'),-2.0
(')', 'curved'),0.0
('other', 'areas'),0.0
Morokane,0.0
('and', 'head'),0.0
('enshrine', 'a'),-1.0
('Murasakino', 'Senke'),0.0
('1753-June', '3'),0.0
('from', '1592'),0.0
田辺元,0.0
('"', 'Kanwa'),0.0
('wa', 'saiten'),0.0
('1890', '.'),0.0
(',', 'putting'),-1.0
('no', 'Ukihashi'),0.0
('once', 'existed'),-13.0
('from', 'October'),4.0
('Heian', 'Period'),42.0
('Priest', 'Ikkei'),0.0
('coins', '.'),0.0
('tea', 'utensil'),-2.0
('as', 'seii'),-4.0
('teaching', 'master'),-3.0
Motouji,0.0
('(', '1545'),2.0
bonito,-7.0
('the', 'hardships'),0.0
('of', 'Mibu-Roshigumi'),2.0
('means', 'selling'),0.0
764,4.0
('earthen', 'sake'),0.0
('Kosaka', 'clan'),1.0
shavings,-2.0
Kakukai,1.0
('Genji', 'Kuyo'),-2.0
('(', 'Tsukuyomi'),-3.0
('lived', 'from'),81.0
Buei,0.0
('Folk', 'Craft'),0.0
('Gyojin', '('),0.0
('male', 'painters'),1.0
('called', 'Hari-sen'),0.0
Hokusetsu,-6.0
('49', 'Temples'),0.0
('Genkoan', ','),0.0
('mainly', 'provided'),0.0
('ninja', '.'),0.0
阿曇磯良,-1.0
('bureaucracy', 'existed'),0.0
('of', 'Kannon'),-1.0
('cushions', 'used'),-1.0
('of', 'Codes'),-3.0
('praise', 'excellent'),1.0
('shared', 'power'),-1.0
('international', 'conference'),-1.0
AOCHI,0.0
('-', '1505'),1.0
HOSOKAWA,0.0
('child', '('),0.0
('Amazake', 'is'),0.0
formed,-24.0
Umami-kofun,0.0
(',', 'meaning'),-4.0
('and', 'chicken'),0.0
Shiva,0.0
('existence', 'with'),-1.0
('(', 'farm'),-2.0
('karate', ')'),-1.0
('of', 'visitors'),-1.0
('(', 'place'),0.0
('Receive', 'and'),-5.0
('mixture', 'of'),-1.0
Nationalization,-1.0
('of', 'powerful'),3.0
(';', 'Yayoi'),1.0
('fish', 'paste'),-1.0
('Takamatsu', 'City'),-1.0
('Shuta', 'TACHIBANA'),1.0
('Geigi', 'refers'),0.0
seafood,0.0
mask,-3.0
('to', 'dye'),0.0
('1670', 'to'),1.0
Toshimata,0.0
('Miyoshi', 'City'),1.0
('OKURA', 'no'),1.0
('floated', 'downriver'),0.0
('Goddess', "'"),0.0
("'", 'self-governing'),-3.0
Kuninotokotachi,-1.0
('Takauji', 'ASHIKAGA'),-8.0
Cold,0.0
torii,0.0
('Yamato-e', 'painting'),1.0
Hakodate,0.0
827,2.0
Tosashimizu,-1.0
builders,0.0
Hikaru,19.0
('produced', 'mainly'),0.0
false,-1.0
('of', 'centralized'),-48.0
('Tsunetaka', '('),1.0
('exhibition', 'which'),0.0
(',', 'Himatsuri'),0.0
('originated', 'in'),-7.0
('clusters', 'in'),0.0
('Montoku', 'Tenno'),0.0
('the', 'Kawachi-Genji'),5.0
professional,81.0
('Settan-kaido', 'Road'),0.0
('local', 'specialty'),-3.0
('as', 'Kinjo-tei'),1.0
Maegahata-toge,0.0
Noritsuna,0.0
Masami,5.0
('uprising', 'instigated'),0.0
('Urabe', 'clan'),-4.0
collectively,1.0
('nunnery', ')'),0.0
Sanshu,-6.0
Exclusive,0.0
anti-Kamakura,0.0
('foods', 'are'),0.0
('Nakamikado', 'in'),2.0
Shichisaburo,1.0
('as', '阿曇磯良'),-1.0
('the', 'benefits'),0.0
('and', 'aiding'),-3.0
Miyakojima,-2.0
('-', 'can'),-2.0
('Nichiren', 'Honmon'),-2.0
('other', 'party'),0.0
Kotohiki-hama,-2.0
('Emonfu', 'was'),0.0
Takitsu-hime,-5.0
Mannyaku-yama,0.0
('Provinces', 'of'),0.0
('Japan', 'for'),-5.0
('-', '1599'),0.0
("'s", 'proclamation'),0.0
('Akashi', 'is'),3.0
Jozen,0.0
('Minehira', 'TACHIBANA'),3.0
('Affairs', 'Ministry'),-1.0
(',', 'konbu'),0.0
('to', 'lacquered'),0.0
('no', '-'),4.0
('neckpieces', 'for'),-1.0
('sometimes', 'an'),-2.0
('25', 'temples'),0.0
('Makami', 'is'),0.0
千秋楽,0.0
('1415', '–'),1.0
('(', 'families'),-1.0
('Continued', 'Illustrations'),-5.0
te,0.0
('ho', '"'),-2.0
('control', ')'),0.0
('no', 'Michimoto'),2.0
(',', 'collectively'),0.0
('yellow', ','),0.0
('Ebino', 'city'),0.0
('of', 'conquering'),-1.0
Gongyo,-4.0
('Iohara', 'no'),0.0
('worked', 'in'),-1.0
('stick', ')'),-1.0
('after', 'around'),-1.0
(',', 'official'),-2.0
Inquiry,9.0
Amatoyotsuhime,2.0
('Kinki', 'Nippon'),0.0
Basan,0.0
('Kyushu', '.'),0.0
('in', 'Ritsuryo'),-3.0
Noppe,-1.0
('in', '646'),0.0
('off', 'Kyushu'),-1.0
('Senju', 'no'),0.0
('Kumihama', 'Seaside'),0.0
('Sake', 'in'),0.0
('-', 'August'),110.0
Matsukaze,2.0
face,-3.0
('family', 'ordered'),-1.0
Wu-yueh,4.0
('in', 'Urakami'),0.0
('painter', '('),3.0
('in', 'haiku'),5.0
('1086', '-'),1.0
('in', 'groups'),-1.0
taisei,4.0
('Land', 'is'),-1.0
('Tsuneko', 'NOGI'),0.0
('The', 'Iwakura'),-2.0
('honoring', 'craftspeople'),-1.0
(',', 'Fuzhou'),0.0
('bought', 'wataboshi'),0.0
('councilor', 'in'),0.0
('used', 'mostly'),-3.0
OKOCHI,1.0
('runs', 'on'),0.0
('as', 'developing'),-1.0
('ceremony', 'for'),4.0
('on', 'virtue'),0.0
('idiom', 'that'),-1.0
('of', 'Yamato'),-30.0
('three', 'strings'),0.0
('many', 'samurai'),-6.0
(',', 'built'),-2.0
('(', 'Kintetsu'),0.0
('1429', ','),-1.0
('of', 'Shinsei-cho'),-1.0
('or', '舊鑒'),0.0
19th,-5.0
('the', '50th'),2.0
ox,-3.0
Tofuku-ji,-10.0
('Iwataki', ','),-2.0
('Keisho', 'in'),-1.0
influences,0.0
Hundred,-1.0
('whose', 'headquarters'),0.0
('admonish', 'against'),-2.0
('1913', '-'),-3.0
Urajimai,0.0
(',', '1957'),1.0
('was', 'ranked'),1.0
('Jusanmi', '"'),-1.0
('of', 'Chishaku-in'),0.0
('interpreted', 'as'),0.0
('Yoritoshi', '('),0.0
policies,-7.0
('Kawamura', 'county'),0.0
('1012', ')'),1.0
('as', 'wasabi'),0.0
('Yayoi', 'derives'),1.0
('Japanese', 'emperor'),0.0
('"', 'or'),-12.0
('1862', '-'),4.0
('possessed', 'his'),-2.0
('latter', 'Heian'),2.0
('tatebana', '('),1.0
('1329', '-'),1.0
('three', 'Sen'),-1.0
('Sukekane', '('),0.0
('the', 'Inner'),-4.0
easier,-2.0
('rent', 'called'),-2.0
Yobo-ji,0.0
('(', 'Political'),-1.0
('or', 'Misawa-uji'),-2.0
('of', 'Hida'),-2.0
TONAI,1.0
('and', 'strong'),-1.0
('and', 'April'),-1.0
('Kenrei', 'Monin'),1.0
check,3.0
('&#91;', 'new'),1.0
('which', 'pork'),0.0
Rokuo-in,0.0
Naishi,3.0
('is', 'performed'),0.0
Magoshichiro,0.0
('that', 'published'),-2.0
('1008', ')'),3.0
('(', 'officially'),-2.0
('on', 'Climate'),-1.0
('1042', ','),1.0
('protecting', 'and'),-3.0
Ario,2.0
('music', 'of'),-2.0
('on', 'April'),1.0
('other', 'called'),0.0
('held', 'throughout'),0.0
('many', 'families'),0.0
('Japanese', 'to'),0.0
('Bakumatsu', ','),1.0
('government', 'positions'),0.0
utensils,-10.0
('Seisetsu', '('),1.0
('than', 'food'),0.0
('1364', '-'),1.0
('titles', 'newly'),-1.0
Mar,0.0
('law', 'codes'),0.0
eminent,2.0
('relays', 'of'),0.0
('September', '24'),11.0
('Tendai', 'Shomon'),0.0
('visit', 'from'),0.0
Teishin,0.0
('日本武尊', ','),3.0
1898-July,2.0
('1607', '–'),1.0
('no', 'Tuneshige'),1.0
('NINAMI', '('),0.0
1378,0.0
('Shinkoku', '('),4.0
('Masumi', '('),2.0
('as', '賣太神社'),0.0
('and', 'Senior'),0.0
('So', 'as'),0.0
('meaning', ')'),0.0
(',', 'abbreviation'),0.0
('between', 'Koga'),0.0
('of', 'Watonai'),0.0
tree,-5.0
('in', 'Shinasahi-cho'),-1.0
('Hishi', 'mochi'),0.0
Yuminoki-jo,-2.0
('Commerce', ','),-1.0
Nachi,0.0
('movement', 'refers'),-1.0
('Hokaku-ji', 'Temple'),-1.0
('advantage', 'of'),-2.0
internationally,-2.0
("'s", 'Hoshi'),0.0
('trees', '('),0.0
('Regiment', 'of'),-1.0
('Moriyamajuku', 'is'),0.0
('Subway', '.'),-8.0
('Shonin', 'and'),0.0
('of', 'shrines'),-4.0
Kosho-ji,0.0
monopoly,-3.0
('Kansai', 'Region'),0.0
('Norichika', 'ISSHIKI'),0.0
('a', 'French'),2.0
('1442-August', '31'),0.0
('countries', 'overseas'),-1.0
Kicho,-1.0
('contemporary', 'Kabuki'),0.0
('Head', 'Chamberlain'),-4.0
('3', '?'),2.0
('display', 'in'),-2.0
('presses', 'against'),-1.0
('a', 'financial'),0.0
('San', 'Nasu'),-1.0
('products', 'mainly'),-2.0
('from', 'end'),0.0
Doka,4.0
('Takayoshi', '('),1.0
('Tsunetsugu', 'NAKAMIKADO'),1.0
shrimp,-5.0
('1964', 'immediately'),0.0
('the', 'validity'),0.0
('1820', '.'),-3.0
('person', 'duing'),1.0
('period', 'before'),0.0
('Anegawa', 'refers'),0.0
('1045', '-'),0.0
('Doso-jin', ')'),0.0
('no', 'hanran'),-2.0
('Banreki', 'twenty'),0.0
('historical', 'document'),-1.0
Longmen,0.0
('Wage', 'is'),0.0
(',', 'Takayasu'),0.0
('February', '14'),6.0
('judge', 'and'),1.0
('the', 'Jozai'),1.0
('Ranteijo', 'is'),0.0
('Otsuka-kofun', 'Tumulus'),-3.0
('Japanese', 'confection'),0.0
('1233', ')'),1.0
(',', 'Inba'),0.0
Meigetsuki,5.0
Sonobe,5.0
('subordinative', 'people'),0.0
('kakaku', '('),-27.0
('as', 'Kurozuka-kofun'),-1.0
798,7.0
Yasuie,-1.0
('sides', 'of'),-2.0
1572-March,0.0
('Betto', '&#91;'),1.0
Saga-Arashiyama,0.0
('and', 'forests'),0.0
('moving', 'to'),-1.0
('scientist', ','),2.0
('Library', 'of'),0.0
('roofing', 'method'),0.0
('dynastic', 'poems'),4.0
Magatsuhi,0.0
('in', 'Hiragana'),4.0
('historical', 'site'),0.0
('allied', 'troops'),-2.0
('major', 'Katatsuki'),0.0
('Rakusai', 'Bus'),0.0
('Kenjo', 'DAITEN'),0.0
('a', 'currently'),1.0
sechinichi,0.0
('Early', 'Modern'),0.0
('Shokokumaki', 'is'),0.0
('Emperor', 'Senka'),0.0
goten,-2.0
('(', '1170'),1.0
('together', '.'),0.0
('well-wishes', 'offered'),4.0
('herbalism', '.'),0.0
('who', 'came'),8.0
reproduction,0.0
('1899', '-'),2.0
('May', '1843-July'),2.0
('(', '1411-'),1.0
('Mountain', 'Road'),4.0
('rate', 'of'),-3.0
('(', 'upper'),-1.0
('train-cars', ','),0.0
('(', 'oligarch'),-5.0
(')', 'smaller'),-2.0
('Buddhist', 'concepts'),-4.0
('this', 'side'),-1.0
('of', 'kamaboko'),0.0
('komainu', '('),0.0
('shade', ')'),-2.0
(',', '669'),0.0
Mito,9.0
Tsuguo,1.0
('蕪矢', ')'),-1.0
Minister,-30.0
('kuntenbon', '('),-1.0
('with', 'beef'),-1.0
yearned,0.0
('equality', ','),0.0
('Kamigyo-ku', 'Ward'),-1.0
('his', '/'),1.0
('political', 'fiction'),2.0
opaque,-2.0
('of', 'Fushimi'),-1.0
('Fuki-ji', 'Temple'),0.0
('sphere', 'of'),-1.0
marching,-1.0
('Capital', ')'),-4.0
('owned', 'by'),-9.0
allowance,-1.0
Sanjugen,-1.0
('of', 'Jizo'),0.0
('an', 'unit'),0.0
('of', 'Honknan'),-1.0
('and', 'nurturing'),-1.0
('a', 'tiny'),-1.0
('Heishiro', 'NARUISHI'),1.0
('Koka', 'fifty-three'),0.0
('enforcement', 'regulations'),-8.0
('ODA', 'made'),-3.0
objects,-3.0
('his', 'assumption'),-1.0
Shinshichi,4.0
('between', 'Shige'),0.0
('territories', 'of'),-4.0
('SUE', '('),2.0
('enjoy', 'green'),0.0
Kiki,5.0
('section', 'shows'),-1.0
('working-level', 'official'),0.0
('Gafusei', 'was'),-2.0
('religious', 'point'),0.0
('30th', 'king'),0.0
('food', 'or'),0.0
Terauke,0.0
('Daiei', 'Motion'),0.0
('Japanese', 'term'),-1.0
('was', 'popular'),0.0
('pronounced', 'Koni'),0.0
('basin', 'which'),-1.0
('as', '朝臣'),-1.0
(',', '1749'),1.0
('ASHIKAGA', "'s"),-1.0
('balustrades', 'of'),0.0
('the', 'everyday'),2.0
('in', 'fashion'),-2.0
hoshi,2.0
('dye', 'cloth'),0.0
('(', 'line'),-1.0
('silk', 'threads'),-1.0
('Tokitsuna', 'YAMASHINA'),0.0
('revolt', 'by'),0.0
distinct,-2.0
('Kyoto-based', '('),-1.0
revised,0.0
church,-1.0
('of', 'Nagasaki'),-1.0
('Mongaku', '('),0.0
('chicken', 'on'),0.0
('Ungaikyo', '"'),0.0
('of', 'dreams'),1.0
('LTD', 'is'),-1.0
Kujirazuka,0.0
thirty-second,1.0
(',', '1867'),20.0
('Onin-ki', 'is'),1.0
1863,9.0
('percent', 'alcohol'),0.0
('no', 'Honan'),0.0
('Hogen', 'was'),-1.0
('tutor', 'for'),-2.0
('a', 'Yusoku'),0.0
('ritual', 'object'),0.0
('Park', ','),-2.0
promotion,-3.0
('a', 'workshop'),0.0
('Old', 'Man'),2.0
('period', 'active'),1.0
('or', 'stick'),0.0
('in', '1331'),0.0
('powdered', 'green'),0.0
shoryo,-15.0
('data', 'are'),-1.0
('residence', 'that'),0.0
('a', 'trouble'),0.0
('pronounced', 'NAWA'),-3.0
('(', '965'),0.0
('school', 'in'),6.0
('Tadahiro', 'AOYAMA'),0.0
('Chicken', 'rice'),-2.0
1633,7.0
('Goryu-shinto', 'is'),3.0
('in', 'Hagi'),0.0
Ikken,-1.0
Annei,3.0
('granite', 'located'),-1.0
('the', 'consort'),3.0
translucent,0.0
磐撞別命,1.0
('samurai', 'of'),8.0
Tomonobu,-3.0
('which', 'highlighted'),-3.0
('Michichika', 'TSUCHIMIKADO'),0.0
('as', '壹與'),1.0
('of', 'ancestor'),8.0
('Shimogamo', 'Nishi-dori'),-1.0
('in', '1321'),0.0
('of', 'Sagami'),-5.0
('created', 'in'),-15.0
('A', 'Buddha'),0.0
('and', 'ballads'),3.0
(',', '1842'),8.0
('Naikanho', '('),-6.0
('-July', '21'),1.0
Tomomichi,0.0
('Oshouo', "'"),-1.0
('area', 'made'),0.0
('distinguished', 'person'),0.0
('nominated', 'by'),0.0
('AKASOME', 'no'),0.0
('(', '1534'),0.0
thousand,2.0
('with', 'Otokoyama-sanjo'),0.0
('late', 'Heian'),100.0
('(', '1044-January'),1.0
('the', 'administration'),-7.0
('origin', ','),-1.0
('698', ')'),1.0
('singing', 'are'),-1.0
Mizukagami,0.0
Kimiyori,1.0
taisetsu,-3.0
attendance,-5.0
('sometime', 'before'),0.0
('Yamato-yoza', 'or'),-1.0
('Hiro-bisashi', '('),-2.0
('gun', '/'),-4.0
('labor', ')'),0.0
Shuryo,0.0
('another', 'Kanji'),-1.0
('invite', 'young'),0.0
('Takatsu', 'Station'),0.0
Watabe,0.0
Juyi,-1.0
('(', 'ushi-tora'),-2.0
('Sonokami-no-yashiro', 'Shrine'),-2.0
('originally', 'owned'),-1.0
('the', 'past'),-2.0
('fishcake', ','),0.0
('ancient', 'precedents'),0.0
('Tanabe', 'Bus'),0.0
('Rojo', 'as'),-1.0
('or', 'willow'),-2.0
Kagakusho,2.0
('1459', '?'),0.0
('Dragon', '.'),-1.0
('between', 'sake'),0.0
('Office', 'was'),0.0
('several', 'dozens'),0.0
('Sanemasa', 'ICHIJO'),0.0
('this', 'ceremony'),0.0
('Zatsueki', '('),0.0
('the', 'word'),6.0
(',', 'established'),-4.0
('train', 'operated'),-5.0
('Totsukawa', 'Goshi'),0.0
systemized,0.0
('(', 'ox'),-3.0
recreational,-3.0
('the', 'Village'),-1.0
('water', 'or'),0.0
('miyake', 'under'),-3.0
('Ogamo', 'family'),0.0
('holly', 'precincts'),-1.0
('been', 'March'),0.0
('god', '.'),-1.0
Soho,-3.0
Kuroemon,2.0
('actual', 'membership'),-2.0
('(', 'five'),-2.0
('1906', ')'),6.0
('Misonobashi-nishizume', '('),-1.0
('shogunal', 'letter'),-1.0
('by', 'successive'),0.0
(',', '1745'),2.0
('the', 'annual'),-8.0
('cedar', 'pollinosis'),-1.0
Advanced,-1.0
(',', '676'),0.0
('supplementing', 'ryoci-hanmono'),-1.0
('or', 'bones'),0.0
('family', 'under'),-2.0
('scrolls', 'in'),0.0
KOREHARI,2.0
('handing', 'Monjo'),0.0
('KANO', 'the'),3.0
('Joseon', 'Korean'),0.0
(';', '鏃'),0.0
Fuefuki,-2.0
('conversion', 'rates'),0.0
wars,-4.0
('domestic', 'law'),-4.0
('Murakami', 'in'),4.0
("'s", 'Zen'),-2.0
('Takumi', 'HOSOKAWA'),2.0
('traditional', 'gardens'),-1.0
('the', 'snowscape'),0.0
('began', 'sometime'),-1.0
('potherb', 'mustard'),0.0
tablets,-1.0
loaders,-3.0
('a', 'University'),-4.0
('man', 'renowned'),2.0
('kaisekiko', 'surrounded'),-1.0
('Kugyo', '('),120.0
('circa', '.'),0.0
('"', 'referred'),-1.0
Enshu,-8.0
(',', 'dynasty'),-1.0
(',', 'Hyuga'),-2.0
('principles', 'of'),-3.0
('plates', 'on'),0.0
('-', '1915'),2.0
('districts', 'of'),-1.0
('Shoken', '('),1.0
('psychotherapies', ')'),-6.0
('sashimi', ','),0.0
('by', 'Izumi'),6.0
('essays', 'on'),5.0
('priest', 'during'),3.0
('Rokudo', 'Chinno-ji'),0.0
('Confucianist', '('),0.0
unconfirmed,0.0
('Shijo-omiya', 'Station'),-1.0
('Sanekazu', 'ABO'),1.0
armor,-4.0
('(', '1562'),3.0
Yakunogahara,-1.0
1354,1.0
('punitive', 'force'),0.0
Tanzan-jinja,0.0
('1913', 'to'),-1.0
('a', 'humorous'),5.0
('standards', 'in'),0.0
('a', 'landing'),-2.0
('1863-1904', 'was'),1.0
('Korean', 'who'),0.0
('leek', '('),-1.0
('engraved', 'on'),0.0
attending,0.0
Kumake,1.0
Kakitsu,-2.0
('volumes', 'of'),0.0
('the', 'ten'),8.0
transportation,-12.0
('August', 'and'),-5.0
('totally', 'covered'),0.0
supposedly,-2.0
('of', 'deities'),-2.0
('in', 'Kanmaki-cho'),-1.0
Pass,-10.0
('injured', 'in'),-1.0
('Soga', 'is'),1.0
Hikae,0.0
('and', 'refers'),-3.0
UEMURA,3.0
Sanenari,2.0
26th,0.0
('are', 'illustrated'),2.0
('1413', ')'),0.0
('(', 'sleeveless'),0.0
('OKUBO', 'who'),0.0
('serves', 'god'),-1.0
Ise-Ueno,1.0
('O-ha-ra', ')'),0.0
tanka,24.0
mint,-3.0
('Hojo', 'is'),0.0
('the', 'Student'),-3.0
('Ishin', 'YOSHIMOTO'),-6.0
('Hinawaju', '('),0.0
('Tokinaga', ','),0.0
('hypothesis', 'about'),0.0
('Kotaishiki', 'indicates'),0.0
('Tsukinami-no-matsuri', '('),0.0
('(', '1225-'),3.0
('Horibe', 'and'),-1.0
('Misawa-uji', ')'),-2.0
('Seito', 'taishogun'),-1.0
('no', 'Ishimori'),1.0
('long', '.'),0.0
Creation,0.0
Takeo,4.0
('especially', 'that'),1.0
('Oshiha', '('),1.0
drum,-1.0
('suicide', 'in'),0.0
('(', 'Sengoku'),0.0
('Give', 'Group'),0.0
('MIZUKAMI', ','),4.0
('March', '6'),11.0
('"', 'Daishogunhachi-jinja'),0.0
attachment,-2.0
('vocational', 'school'),-2.0
('the', 'shape'),-3.0
Consort,-1.0
('and', 'nengu'),-1.0
