tok,count
"Kobudo",2
"katana",2
"Kizukawaguchi",1
"Chinju",1
"gami",2
"普請",1
"普",1
"shin",5
"請",1
"Daigen",2
"Suiho",1
"Sakihid",1
"Santo",1
"Nuinotsukasa",1
"Quarter",2
"braid",1
"plait",1
"Kawara",2
"machi",1
"Asatsuna",1
"Munesu",1
"Gessen",1
"Moritsun",1
"yoshika",1
"kanshi",3
"Chigyo-koku",1
"chigyo-ken",1
"Kokumu-ken",1
"rimu",1
"Chokugo",1
"verbal",2
"intent",2
"Okubo",1
"81-2",1
"Nishiura",1
"gyoki",1
"Naiyakushi",1
"Inja",1
"reclus",2
"chose",1
"Ozaho",1
"1007-Septemb",1
"Nanakomachi",1
"yokyoku",1
"Komachi",6
"Kirio",1
"URAyAMA",1
"Kashiwazaki",1
"Hanami",3
"blossom",5
"Hojo-in",1
"Jishinban",1
"bansho",1
"downtown",3
"Konowata",1
"Tokiko",1
"Akichika",1
"Revolutionist",1
"100-yen",1
"we",3
"lavatori",1
"Keicho",5
"karat",2
"issuanc",2
"gasso",1
"sankyoku",1
"trio",2
"sangen",1
"three-str",1
"fiddl",1
"Kyoto-sen",1
"unoffici",3
"Kyuen",1
"otsuzumi",1
"Kanemi",1
"Annotat",1
"615",2
"Shomangyo",1
"611",1
"yuimagyo",1
"613",1
"Kusunokiryu",1
"Makuhari",1
"Gonnosochi",1
"Daziafu",1
"Nobuzan",3
"KAJI",1
"Moritsuna",4
"Simotsuki",1
"Karasumadono",1
"Takekiri",1
"danuki",1
"raccoon",2
"Hozu-mura",1
"Minamikuwata",1
"Ekei",1
"Ankoku-ji",2
"Oku",3
"ISHIZUKA",1
"石束",1
"毎雅",1
"Sosuk",3
"宗輔",1
"NAMIKI",4
"Senryu",2
"宗助",1
"MATSUyA",1
"754",2
"Engeki",1
"Perform",1
"Improvement",1
"Hirokag",1
"904",2
"Sukisha",1
"Sukimono",1
"infatu",1
"fifti",2
"1051",1
"sixti",4
"Naritoki",2
"Hatsun",1
"Warbler",1
"Tsukiyomi-jinja",1
"Saikyo",4
"self-stand",1
"Hirobisashi",2
"Upper",4
"Door",1
"ICHIKI",1
"Michitaka",2
"1839-Januari",1
"Maishima-jo",1
"Makishima-cho",1
"Imoko",1
"Tanbaguchi",1
"Chudoji",1
"Minami-machi",1
"Kakoshu",1
"Uzaemon",2
"yuryaku",3
"419",1
"479",2
"twenty-first",2
"Gyoshu",1
"Nohkan",1
"transvers",1
"Tomitsu",1
"Juichi",1
"SOEDA",1
"banker",1
"window",1
"Takatsun",5
"1810-Juli",1
"667",2
"Bean",1
"anko",2
"gelatin",2
"Aobyoshi-bon",1
"Teika",6
"Hokan-ji",1
"KUDARA",3
"Kawanari",1
"782-Septemb",1
"853",3
"Tenpo-reki",1
"Kara-hashi",1
"Seta",2
"Iwakiji-jo",1
"Iwakiri",1
"Miyagino",1
"Gonnosuk",1
"1414",2
"Soshimari",1
"Hoshin",1
"Hosshin",1
"Hasshin",1
"709-October",1
"Kairiku",2
"lift",2
"Kosaka-jinja",1
"Higashikozaka-cho",1
"Sanyo-ki",1
"Calcul",1
"Manual",1
"Gensei",1
"Kosai",1
"Sanenori",2
"Koromonotana-dori",1
"Harechika",1
"IKAGO",1
"Ahe",1
"Aizu-wakamatsu",1
"920,000",1
"165,959",1
"rice-crop",1
"Saza",1
"Tsuboyaki",1
"Turbo",1
"shell",1
"snail",1
"saza",1
"turbo",1
"Nan-Taiheiki",1
"Sadayo",2
"Ryoshun",1
"Shabu-shabu",1
"extrem",2
"swish",1
"tabletop",1
"kuzukiri",1
"KAMIMURA",1
"1909-Januari",1
"kirizuma-zukuri",2
"inclin",1
"Mototanaka",1
"OK",2
"Koto-in",1
"Meigetsuki",1
"Clear",2
"Moon",3
"Arinori",1
"森有禮",1
"Mitsuakira",1
"gon-dainagon",1
"Nashitsubo",1
"Gonin",1
"Waka-dokoro",1
"Shoyosha",1
"Shichiden-Gosha",1
"Shobo-ji",2
"vehicl",6
"oxen",1
"buffalo",1
"Jungido",1
"hanko",1
"Kane",1
"Shinzan",1
"Kuta",1
"Seasid",4
"Resort",6
"TAKANASHI",1
"Tadasuk",2
"Tannan",1
"Tekkamaki",1
"Ekotoba",3
"Fukuchiyam",1
"Adashino",2
"Nenbutsu-ji",2
"Akitak",1
"Shimizu",2
"Omonoimi",1
"Chokai",1
"Ietada",2
"Saimyo-ji",1
"Muneaki",1
"Tsunat",2
"Nobukazu",2
"Robert",1
"ATKINSON",1
"British",1
"Kaisei",2
"hokyoin-to",1
"Amenotokotachi",1
"Nobutada",2
"Shunan",2
"ARAKI",2
"Kyo-yuzen",2
"yamatobumi",1
"西園寺",1
"公顕",1
"1321",5
"Wakamizu",1
"morn",2
"Keinosuk",1
"Tadamoto",3
"1345-Januari",1
"Onda",2
"ota",1
"mita",1
"omita",1
"onta",1
"onda",1
"oden",1
"Biwabokuboku",1
"lute",3
"Kintomi",2
"AKIKO",1
"Akirakeiko",2
"Meishi",1
"Warikanoko",1
"teen",1
"Kanden",1
"SANDAN",1
"chairperson",1
"Autonom",1
"Econom",1
"Giontsujiri",1
"Toyonari",2
"Miminashi",1
"Hyakkan",2
"Azai-shi",1
"uji",2
"Sanichigonjitsu",1
"soron",2
"821",1
"Tokuitsu",2
"822",2
"Juban",1
"undershirt",2
"juhan",1
"jiban",1
"Masanobu",6
"1749",2
"Shigetsugu",1
"1529-August",1
"Gosanjo",3
"seventy-first",1
"yoshimi",2
"Jonan-machi",2
"Hidenaga",1
"Nerikiri",1
"unbak",1
"Miyagawa-cho",3
"Daisho-in",1
"Keihoku-cho",2
"Ishin",2
"KIDO",3
"effort",2
"omikami",1
"Ryuhon-ji",1
"Toshina",1
"808-May",1
"fail",2
"Nichola",3
"Tsar",1
"patrol",3
"Sanzo",1
"Tenka-toitsu",1
"Tenga-toitsu",1
"Ezo",9
"inhabit",5
"Ainu",3
"Seongoku",1
"Kazuharu",1
"Keitetsu",1
"Genso",2
"Okanoya",1
"Chancellor",2
"Gujo",2
"Shogatsu",3
"unev",1
"Honin",1
"rakushu",1
"satir",2
"preval",1
"Kotei",2
"Kannagara",1
"michi",1
"ethnic",3
"polytheist",1
"Narutaki",4
"Sagasono-cho",1
"Kani",2
"Genbo",1
"Takuhatsu",1
"pindapata",1
"Jainism",2
"beg",1
"least",1
"earn",1
"merit",3
"Chinzo",1
"chinso",1
"choso",1
"Saikan",1
"sanyu",1
"bunjinga",1
"MATSUMURO",1
"1973",4
"Dojok",1
"qualifi",2
"Tenjo",1
"Ma",1
"Tsukubusuma-jinja",1
"Chikubushima",1
"849",1
"Toshitsugu",1
"本多",1
"俊次",1
"Domanmaru",1
"kokushu",2
"Michinoomi",1
"KITAMURA",1
"1648-1719",1
"epicur",1
"overview",1
"利休饅頭",1
"chasei",1
"Suseri-bim",1
"Rittaishi",1
"investitur",3
"prospect",2
"詔",1
"御言宣",1
"Omikoto",1
"大御言",1
"gongen-zukuri",1
"Ryounshu",1
"lit.",1
"cloud",3
"814",3
"Ogurihangan",1
"Sanehisa",1
"1583",6
"Modoribashi",1
"Hori-kawa",2
"Townscap",1
"improv",3
"townscap",1
"Tsunofurihayabusa-myojin",1
"Tsunofuri-jinja",1
"Fuchu-cho",1
"Aki-gun",1
"FUKAKUSA",1
"Coming-and-go",1
"Night",2
"Bogo",2
"mitchoku",1
"chokusho",1
"Iezan",1
"1243",3
"Daigoro",1
"1830-March",1
"conserv",2
"Kiyosada",1
"1061",1
"JANG",1
"846",2
"TongilSilla",1
"Morihisa",1
"ASHINA",3
"Katsumoto",2
"Gohanazono",2
"Naofusa",1
"Joshoko-ji",1
"Kinmichi",3
"1653-August",1
"Tsubokiri",1
"Mitsurugi",1
"hoken",1
"Nashinoki-jinja",1
"Daijo-Tenno",1
"Ashigaru",3
"Kotari",1
"Tenkai",1
"Janjanbi",1
"Iwatari",1
"Kozubukuro",1
"nice",1
"pastri",1
"chef",1
"Sekian",1
"aficionado",1
"Mimawariyaku",1
"murder",5
"Okinawa",6
"Ippon",2
"first-rank",1
"Urajimai",1
"aftermath",1
"accid",1
"Kenkyu",1
"yasuzo",1
"MASUMURA",1
"1924-Novemb",1
"Ganami",1
"Kanehiro",3
"Jion",1
"NENNAMI",1
"ascend",1
"yamashiroya",1
"Wasuk",1
"yAMASHIROyA",1
"contractor",2
"repay",2
"Rikken",3
"Kaishin-to",1
"Isa",1
"Kikujin",1
"Sokutai",2
"Teiza",1
"Noriyumi",2
"bet",2
"shot",1
"Sanpokojin",1
"sanbokojin",1
"KADA",1
"Azumamaro",1
"yashiki",1
"mansion",3
"1629",5
"skunk",1
"cabbag",2
"Imazu",2
"Shikinensai",1
"interv",1
"Takashina",1
"Takechi",1
"Market",2
"lot",4
"tsukemono",1
"obanzai",1
"precook",1
"dialect",10
"Nichijo",2
"1369",3
"342",2
"215",2
"290",2
"Udon",1
"Mochitsugu",1
"Atagosan",1
"northwest",3
"Bonz",1
"Datemaki",1
"Matsuoyama",1
"Kakushinto",1
"Renov",1
"Kushiyama-kofun",1
"candy-wrap-shap",1
"keyhol",1
"yanagimoto-cho",4
"Shisenin",1
"Kosen",1
"Kagetoki",2
"KAJIWARA",3
"Tsukurimichi",1
"Rajo-mon",1
"Suzaku-oji",4
"Sanenaga",1
"1377-Novemb",1
"1431",3
"Chitoko",1
"Noin",1
"988-1058",1
"Jodo-",1
"hoyo",1
"Quasi-N",2
"coastlin",1
"Shono-kawa",1
"Tsuruga",2
"yura-gawa",2
"Nobumori",1
"Edomae-zushi",1
"江戸前ずし",1
"江戸前鮨",1
"江戸前鮓",1
"or江戸前寿司",1
"haya-zushi",1
"nigiri-zushi",1
"hand-shap",1
"yukio",3
"Kyogen-kata",1
"Kiko-ji",1
"Hossoshu",2
"Dharma",3
"Characterist",1
"Sugahara-cho",1
"Goshuin",1
"stamp",3
"Hiroko",4
"1666-April",1
"Shirozak",1
"Honnaoshi",1
"SEGAWA",4
"Motsugai",1
"Genkei",1
"NAKANE",1
"wasanka",1
"mathematician",5
"tenmonka",1
"capac",1
"Sakubei",1
"togashi",1
"Suezan",1
"kangaku",1
"keigaku",1
"Shinko-sai",1
"yunohana-onsen",1
"Nenkan",1
"Saisen",1
"Teikokuzaiseikakushin",1
"kai",1
"Akaru-him",1
"Jugo",1
"taikotaigo",1
"kotaigo",1
"kogo",1
"Consort",1
"Sansai-ryu",1
"Sansai",1
"Jonyo",2
"1641-June",1
"Jogen",1
"Honan",2
"Senju-Nenbutsu",1
"Kinchu",1
"narabini",2
"shohatto",1
"Hirono",1
"787",1
"Korefusa",2
"1030",3
"yoshizumi",3
"Fugu",1
"pufferfish",1
"Kasa-tog",1
"Enso",1
"stroke",1
"Jokyuki",1
"勺",1
"Okuribi",2
"usher",1
"mortal",1
"Katagihara",1
"Jinraku-ji",1
"Hatanosho",1
"Shiki-gun",3
"Shinboku",1
"locus",1
"Koshinto",3
"Masatoki",2
"NAKASHIMA",3
"Shirozaemon",1
"Rokuefu",1
"Taketomo",1
"1363-1407",1
"Akimitsu",1
"944-Juli",1
"1021",2
"Jinpan",1
"Chichibu",4
"Ieyoshi",3
"Kuninaga",4
"yAKUSHIJI",2
"Sanso",1
"Shoin-zukuri",1
"Kujishi",1
"Motonobu",4
"Pebbl",1
"rude",1
"hyakka",1
"Various",1
"Thinker",1
"Chugaisho",1
"Kimitezuri",1
"Kinakira",2
"Makyo",1
"unbalanc",1
"mental",2
"ego-swel",1
"excess",1
"self-consci",1
"tend",1
"Shigisan",2
"Shigi",3
"block",3
"enclos",2
"prostitut",6
"Simmer",1
"takuan",1
"Kintan",1
"Shimotachiuri-dori",1
"Shimodachiuri-dori",1
"Shogoinnomiya",1
"yoshikoto",1
"Hyojohajim",1
"Mikka",2
"Heishi",1
"remnant",1
"千葉国造",1
"Osechi-ryori",1
"Sechinichi",1
"Organ",1
"kikan",1
"setsu",3
"Samon",1
"rippl",1
"wave-lik",1
"undul",1
"Imadegawa-dori",2
"Hachibushu",2
"Tenryu",1
"Kubunden",1
"Ameno",1
"Tajikarao",1
"Tadashi",2
"Observat",1
"watch",6
"find",1
"Gansaini",1
"TO",2
"Kawazara",1
"Myogakin",1
"votiv",2
"dredg",2
"Count",3
"985",2
"Kansho",1
"RIN",2
"poetess",3
"Kinkei",1
"Zenno-ji",1
"Reizeiha",1
"Kinmura",1
"Oniwaban",1
"yoshimum",1
"Seiitaishogun",1
"Sagatenryuji-susukinobaba-cho",1
"Exhibit",1
"indirect",2
"Bankoku",1
"consider",3
"diffus",1
"twentieth",2
"shuri",1
"bosatsu",2
"Shuntaro",3
"FURUTAKA",1
"Joi-ha",1
"Toshitada",2
"1123",4
"yasha",2
"Stori",3
"Kouta",1
"Koten",1
"Kokyujo",1
"Bisei",1
"yoshishizu",1
"FUKUBA",1
"1831-August",1
"Tsuwano",1
"oiran",1
"yoshiwara",1
"Jotoshiki",1
"HAJI",1
"Inote",1
"Myoe",1
"Kinkado",1
"Konida",2
"dachin",1
"umakasegi",1
"daba",1
"packhors",1
"cow",3
"ammunit",1
"set-up",1
"encamp",1
"need",1
"konidatai",1
"Kosamebo",1
"Tokiuji",1
"Oseifukko",1
"Nakajima-jo",1
"Nakajima-mura",1
"Nakashima-gun",1
"Nenkiho",1
"Nenki",1
"Taimitsu",1
"Takakamo-jinja",1
"hiko",2
"Imatsugu",1
"Kansenji",1
"Benkankudashibumi",1
"Kuzen",2
"benkan",1
"Toyoho",1
"Kishitsu-jinja",1
"Asahigaoka",2
"Imadegawa-kochi",1
"Akudaikan",1
"emblemat",1
"bailiff",1
"oppress",3
"fraud",1
"yoei",1
"Eiei",1
"Gunki-mono",1
"heroic",1
"exploit",2
"Osakab",1
"705",2
"南無妙法蓮華経",1
"Nam-myoho-renge-kyo",1
"Shakunyo",1
"ko-ro",1
"Hasshin-den",1
"sai-in",1
"Gion-shinko",1
"Faith",3
"syncret",6
"945",2
"Nabeyaki-udon",1
"udon",2
"Engawa",2
"wooden-floor",1
"corridor",2
"698",2
"Kyogoku-no-miya",1
"Kinhito",1
"1770",6
"Kataoka",2
"Junishu",1
"Matsushimaya",1
"Nizaemon",2
"Shigetomo",2
"Kaechi",1
"switch",1
"Hikosashima",2
"Hikosamema",1
"Makoto",4
"Sasayama",2
"Kowashi",1
"Eawas",1
"Kurio-tog",1
"Kehoku-hosono-cho",1
"Enteki",1
"long-dist",1
"Sadayakko",1
"Sada",1
"Koyama",2
"Kyodai-Tenno",1
"disord",1
"aros",1
"Dogakukai",1
"Hancho",1
"Joon",1
"Chui",1
"TOGO",2
"Jigen",1
"Mitsuhito",1
"1354",2
"Doso-shin",2
"Doso-jin",1
"roadsid",2
"Kenkyukai",1
"Enka",1
"演歌",1
"patho",1
"Koshin",2
"Monshu",1
"Iwaya-ji",1
"Peke",1
"Protocol",3
"follow-up",1
"Boxer",3
"Gekkin",1
"yueh-chin",1
"yueqin",1
"guitar",1
"moon-zith",1
"Vietnames",2
"-D",1
"nguy",1
"e",1
"^",1
"t",1
"Moritsugu",1
"unknown-1194",1
"gush",1
"yukai",1
"Ushutandai",1
"Koko",1
"fifty-eighth",1
"Matsuji",1
"Koboku",2
"pleasant",1
"Hisamasa",1
"Mizu-yokan",1
"yokan",2
"jelli",1
"yakimono",1
"yasuzan",1
"yagawa-jinja",1
"Morishiri",1
"Konan-cho",1
"Setsugetsuka",2
"Tsuki",1
"Snow",1
"toki",1
"mottomo",1
"kimi",4
"wo",1
"omou",1
"rememb",1
"Kyoritsu",2
"ni",1
"yosu",1
"Juyi",1
"BAI",1
"Hisada",1
"chake",1
"Etai",1
"Okiyo",1
"Takenaka",1
"Mokuhan",1
"inaugur",2
"workshop",5
"Shinpachi",2
"NAGAKURA",2
"Nibantai",1
"Sakau",1
"586",1
"Naokiyo",1
"Sonpi",1
"Bunmyaku",1
"aristocraci",2
"Wakana",3
"Abe-jinja",1
"Kamogata-cho",1
"Asakuchi",1
"Wadaiko",1
"Kogetsu",2
"Ujitoyo",2
"Muro-ji",1
"Naka-gun",1
"Rojo",2
"Uzan",1
"Jiroemon",1
"Gaichi",1
"Araga-Kashinokidai",1
"Choju-Jinbutsu-giga",1
"emakimono",3
"Hassei",1
"1933-stop",1
"Sanehiko",1
"Imperic",1
"Inugui",1
"stoop",1
"Jujutsu",1
"offens",3
"Katanagari",1
"刀狩",1
"刀狩り",1
"depriv",2
"highlight",1
"katanagari",2
"pirat",1
"interdict",1
"Minbu-sho",1
"government-regul",3
"Tetsunosuk",1
"Ogaki",1
"Kono-ji",1
"yamazoe-mura",1
"yamabe-gun",1
"Kishinokami-cho",1
"Tofukuji",1
"704",1
"法輪",1
"dharma-chakra",1
"falun",1
"Axiom",1
"Eightfold",1
"Path",2
"1999",2
"Michii",1
"Tenzo",1
"Shojiroku",1
"clan-nam",1
"Shiren",1
"Tokitsura",1
"Maria",1
"Nobutsura",1
"HASEBE",1
"unknown-1218",1
"KUSAKABE",2
"Senro",1
"Ichizo",1
"Tokkuri",1
"Tokuri",1
"thin-neck",1
"Harutsugu",1
"Oinosuk",1
"vice-minist",1
"yukitsun",2
"1415",2
"Senjun",1
"1411-1476",1
"Tokiwain",1
"Matahito",1
"Maruko",1
"Mariko",1
"Nakayuki",1
"Miyaza",1
"empow",1
"Jakuen",1
"1299",1
"Kagemoto",2
"Sezaki",1
"Bakuchi",1
"Misaki",1
"overlook",3
"Seisetsu",1
"Kanenaka",1
"Kinpu-jinja",1
"Kashin",2
"Ogawa",3
"Koraku",3
"Saho-him",1
"Kagetoyo",1
"Misodengaku",1
"foodstuff",5
"konnyaku",1
"satoimo",2
"taro",3
"Japanese-lemon",1
"Japanese-pepp",1
"Kakuyu",1
"1053",2
"Shirakawa-hakuo",1
"Kiyohito",1
"Kazan",4
"Tokishig",1
"惠介",1
"恵介",1
"scriptwrit",3
"Tamemura",1
"Hong",1
"gwan-ji-ha",1
"假名手本忠臣藏",1
"Soma-mikuriya",1
"commend",3
"Torid",1
"Kashiwa",1
"Nagareyama",1
"Abiko",1
"Kiyomizu",2
"笠懸",1
"steed",1
"1612-Januari",1
"Kana",2
"zoshi",2
"storybook",1
"Roan",1
"OZAWA",2
"Shigekatsu",3
"yorioya-yoriko",1
"Itsutsuji",1
"Nissho",2
"Flog",1
"jozai",1
"jokei",1
"sentenc",3
"Nyoshin",1
"Tenyakuryo",1
"purview",1
"Kunaisho",6
"dose",1
"us",1
"香典",1
"Sandaihiho",1
"Object",1
"Vener",1
"Essential",4
"Kaidan",3
"Platform",2
"Receipt",1
"Precept",1
"Place",3
"Daimoku",1
"Ginza",1
"bullion",1
"Tenugui",1
"Tenogoi",1
"Edo-ben",1
"Hakata-ben",1
"plain-woven",1
"your",2
"wash",4
"yourself",1
"52",1
"Shin-cho",1
"Kawaramachi-Nishi-iru",1
"Simogyo",1
"Kazami",1
"lightweight",1
"Kakunojo",1
"OTSUKA",1
"Shogitai",1
"Binbo-gami",1
"poverti",1
"whom",2
"cling",1
"Tsutamomiji",1
"Utsunoya-tog",2
"literali",1
"Hakunu-jinja",1
"Chinzan",1
"NARABAyASHI",1
"Gonaisho",1
"yojiya",1
"facial",1
"blot",1
"brand",3
"Kajiro",2
"Mitsusada",1
"Nakatsuna",1
"Ihai",1
"Morotaka",2
"custodi",1
"yAEZAKI",1
"HOSHIKAWA",1
"Chogetsu",1
"1714-June",1
"Nariyori",1
"1136",3
"1202",6
"Giyoden",1
"Goku",1
"Shimada",1
"Ushi",1
"1851-Decemb",1
"Mochiyo",1
"yukihisa",2
"daijink",2
"Ichiji",1
"Kinrin",1
"Buccho",1
"ekaakSara-uSNiiSacakra",1
"Heinosuk",1
"GOSHO",1
"Heiemon",1
"1981",5
"share",4
"白河",1
"白川",1
"Shira-kawa",1
"Otagi",3
"Rakugai",1
"Gokishichido",1
"broader-bas",1
"HATSUKASHIBE",1
"Fuyuhiro",1
"1679-Novemb",1
"Hidemitsu",1
"Geihin-kan",1
"Guest",2
"Katsumitsu",1
"1476",2
"Nerizak",1
"KUSUNOSE",1
"Kagetaka",1
"Tamemoto",2
"KUROKI",1
"986",1
"sixty-fifth",1
"Tanetsuna",3
"yudate-kagura",1
"yutate-kagura",1
"Umbrella",1
"umbrella",3
"bodhisattva",3
"Gosen",1
"Eras",1
"Karaginu",1
"唐衣",1
"juni-hito",3
"Onin-ki",1
"Akiteru",1
"Manryu",1
"tout",1
"Miyazuka",1
"Hiros",1
"608",1
"Kumagaya",1
"two-step",1
"rectangular-shap",1
"layer",6
"circular-shap",1
"TokinagaTANBA",1
"Shigoto",1
"hajim",1
"Hiroaki",1
"MIGITA",1
"1523",2
"Joha",1
"SATOMURA",1
"linked-verse-teach",1
"Rengashi",1
"Ebumi-tog",1
"Makishi",1
"Toka",1
"toka",1
"five-stori",1
"heavenward",1
"Tanenaga",2
"parodi",1
"ironi",1
"5-7-5-7-7",2
"HOZUMI",1
"Ioe",1
"Tomoari",1
"han-i",1
"clinic",1
"Sanbai",1
"zojo",1
"seishu",2
"sanzoshu",1
"swell",1
"acidul",1
"monosodium",1
"glutam",1
"zojoshu",1
"shortag",1
"seventy-fifth",1
"Koretoyo",1
"ASO",1
"Aso",2
"Taihei-genpo",1
"Cheng",1
"Shun-kung",1
"鄭舜功",1
"Tei",1
"Shunko",1
"adventur",1
"Kunitsuna",1
"Sogyu",1
"chajin",6
"Toyoko",2
"longer",1
"666",2
"zo-daikinjo",1
"Shoshii",1
"Taiho",5
"Joken",1
"NISHIKAWA",5
"Josui",1
"Kagesu",1
"Higeyagura",1
"Saigokusuji-gundai",1
"gundai",1
"Ho-gakko",1
"1838-August",2
"Anshi",2
"927-June",1
"D.O.B.",1
"yoseki-zukuri",1
"Kaimon",1
"Shocho",2
"St",1
"Agnes",1
"Episcop",1
"Church",5
"Angelican",1
"cathedr",1
"Dioces",1
"Anglican-Episcop",1
"Craftsman",1
"accredit",2
"Craft",4
"Promot",2
"Paragraph",1
"Section",1
"Hanpi",1
"underneath",2
"Chiso",1
"firm",4
"Sanefusa",1
"1636-October",1
"Katsumun",1
"MIZUNOyA",1
"Bicchu-Matsuyama",1
"Roichi",1
"ori",1
"yarn-di",1
"Choso",1
"reaccess",1
"yukikata",1
"1206",3
"Midaregami",1
"Tangl",1
"anti-Shogun",1
"Direct",1
"Tadaosa",1
"Kiyokawa",1
"1047",1
"Juhachi",2
"Kento",1
"aid",4
"Hansen",1
"diseas",2
"Nopp",1
"MINGEI",1
"Prospectus",1
"Okawa-jinja",1
"Okawa",1
"Wasanka",2
"shomon",1
"danka",2
"oban",5
"Goto",3
"well-known",1
"hishi",1
"naga",1
"Okikaz",1
"8-chome",1
"Miyagawa-suji",2
"Gobo",2
"keiji",1
"yata",2
"Regalia",2
"Jurasetsunyo",1
"demo",1
"Eiku",1
"Toro",2
"Nagashi",3
"馬甘",1
"Gyeongsang",1
"1510",2
"provok",2
"kokyowa",1
"Jakucho",1
"Design",1
"Conserv",1
"Plan",1
"Katsutoyo",1
"Kaname-ishi",1
"Kashima-jingu",1
"Kashima",1
"Katori-jingu",1
"Katori",2
"Tanemoto",1
"Nashimotonomiya",1
"Moriosa",1
"Masahiko",1
"caster",3
"Ryoro",1
"senchado",1
"yoshisa",1
"Seiitsu",1
"yAMANAKA",3
"Shigezan",1
"901",3
"Sanjusankasho",1
"thirty-thre",2
"Merci",2
"Shukeiryo",1
"Kifudo",1
"hibutsu",1
"withheld",2
"Fudomyoo",2
"cetaka",1
"yellow",2
"Mii-dera",1
"postwar",2
"MOMOCHI",1
"1512-1581",1
"stealth",3
"secreci",3
"Sadakatsu",2
"Shinzei",2
"860",1
"Jujo-dori",1
"Onsho",2
"reward",2
"unknown-1180",1
"Shingun",1
"Kamikori",1
"Kokugun",1
"Kikyoku",1
"Myoseki",1
"名跡",1
"Moromoto",2
"emot",1
"Nakaakira",1
"Mokujikiyoa",1
"Korenobu",1
"Aihim",1
"yoshihim",1
"Megohim",1
"Kiyoaki",1
"Masamun",6
"Tsuneoki",1
"Ayasaburo",1
"Ozu",2
"Ishido-ji",1
"Zenfusho",1
"chagama",1
"Birthday",1
"Data",1
"Sheet",1
"Ikkei",1
"UNSHO",1
"1463",3
"Minomaro",1
"704-year",1
"Minyu-sha",1
"Soho",2
"TOKUTOMI",1
"Shikienkyuten",1
"kuntenbon",1
"Historian",1
"Sima",1
"Qian",1
"Kansubon",2
"Iekuni",1
"kunten",1
"besid",2
"Tsukuyomi",3
"月讀",1
"Tenguto",2
"Ran",2
"radic",1
"Koshiro",1
"Chikara",1
"TACHIKAWA",1
"Kujihoongi",1
"Isuzuhim",1
"Isuzuyorihim",1
"Kotoshironushi-no-kami",1
"日本料理",1
"nihonryori",1
"nipponryori",1
"environ",1
"Saigo",1
"Kemari",1
"TOSHIMA",2
"Akikuni",1
"Goryakuso",1
"Genzo",3
"SHINOMIyA",1
"AIZU",1
"Kotetsu",1
"Senkichi",1
"KOSAKA",2
"1833-August",1
"Kyokaku",2
"gambler",2
"Takichi",1
"MIyASHITA",1
"Eijun",1
"1890-May",1
"Sukekimi",1
"Kamakura-dono",1
"Shigeyama",2
"Namu",5
"Meta-jinja",1
"賣太神社",1
"売太神社",1
"Heida",1
"Masataka",2
"1838-Februari",1
"Kimigayo",2
"Anthem",1
"Iwasuki",1
"Kazu",1
"Uwanabe-kofun",1
"Hokkeji",1
"Heijo-kyu",2
"Hisako",2
"1702-Februari",1
"Sakuramachi",3
"Sanei",3
"1250",3
"Bogu",1
"jukendo",1
"bayonet",1
"1757-May",1
"Omuraji",2
"Hoe",1
"parishion",1
"毛利",1
"正恒",1
"1176",5
"Kobunji",1
"Shigure-tei",1
"kokin",1
"denju",1
"Kokinshu",2
"1130-August",1
"Koryu",1
"日本の鬼の交流博物館",1
"Mt.Oe",1
"Kasa-gun",2
"Mishig",1
"Mishige-Majimun",1
"Fumo-gami",1
"Majimun",1
"devil",1
"Amami",1
"Trade",1
"Ou",1
"yOSHIKAWA",2
"shintoshi",1
"reclaim",3
"Maigetsusho",1
"Month",1
"Commentari",2
"yoshikan",2
"Amenoohabari",1
"Kushinadahim",1
"Tomonari",2
"SENGOKU",3
"yoriuji",1
"KITSUREGAWA",1
"Kitsuregawa",1
"Kogeki",1
"hasshu",1
"iegei",1
"Danzo",2
"Mikawaya",1
"VI",2
"pick",1
"Ikki",2
"Tadanushi",1
"OSADA",2
"Genei",1
"Tamagaki",2
"Tamakaki",1
"Moriyoshi",3
"FUKUMOTO",1
"Niiminosho",1
"Niimi",1
"Kyoogokoku-ji",1
"Sotsuibushi",1
"insho",1
"Gosenwakashu",1
"Jinseigata",1
"NATSUKA",1
"NAGATSUKA",1
"Major",2
"Magistr",1
"Uchitsuomi",1
"Naishin",1
"yoshisato",2
"1436",1
"Kimmtsu",1
"Baisao",1
"Maisao",1
"Tea-Sel",1
"Kamidachiuri-dori",1
"Shiden",1
"Komatsu",4
"Eiri",1
"Michikiyo",1
"Kanetaka",1
"Reijiro",1
"TSUMURA",1
"Shogakko",1
"Monchujo",2
"Kanginshu",1
"yasuo",1
"Rohan",1
"KODA",1
"Sadahisa",1
"fifth-gener",1
"Zuiho-in",1
"Shinagon",1
"Toshikata",2
"Tadanobu",1
"珠流河国造",1
"Government-run",1
"Oshisakano",1
"onakatsunohimeno",1
"Kanchumimai",1
"Takeshi",1
"KAWADA",2
"Jokaku-ji",1
"Songo-ikken",1
"dissens",1
"Ennichi",1
"spiritu",7
"St.",2
"Ujitsun",2
"43th",1
"46th",1
"Zenjo",2
"yoshitomo",4
"Juzaburo",1
"TSUTAyA",1
"1750",3
"1797",5
"hanmoto",1
"Azukari",1
"Heian-styl",1
"Gekka-mon",1
"Jido",1
"1282",4
"1322",3
"TERASHIMA",1
"Kanjin-Noh",1
